camera_id,source_video,date,time,period,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_temp_c,accident_count,roadwork_flag,event_flag,is_holiday,hour,minute,day,day_of_week,month,is_weekend,hour_sin,hour_cos,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Hot,weather_condition_Rain
CAM_005,malam_cctv_016_20260518_033544.mp4,5/18/2026,2:36:00,Late Night,7.0,420.0,9.72,10.0,4.0,70.3,27.46,24.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_003,malam_cctv_017_20260613_225035.mp4,6/13/2026,22:50:35,Night,0.0,0.0,3.77,0.0,0.0,48.6,1.23,27.8,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_010,malam_cctv_018_20260613_225338.mp4,6/13/2026,22:53:38,Night,43.0,2580.0,23.32,10.0,4.0,69.7,34.53,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_011,malam_cctv_019_20260613_225426.mp4,6/13/2026,22:54:26,Night,18.0,1080.0,6.71,0.0,0.0,48.0,1.07,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_010,malam_cctv_020_20260612_234058.mp4,6/12/2026,23:40:58,Late Night,15.0,900.0,7.97,1.0,0.4,51.7,9.33,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_004,malam_cctv_0221_20260613_002132.mp4,6/13/2026,0:21:32,Late Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,25.7,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_012,malam_cctv_022_20260613_202805.mp4,6/13/2026,20:28:05,Night,7.0,420.0,8.57,0.0,0.0,47.9,2.09,28.6,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_007,malam_cctv_023_20260613_224005.mp4,6/13/2026,22:40:05,Night,0.0,0.0,80.0,0.0,0.0,33.0,0.0,27.2,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_012,malam_cctv_024_20260612_234033.mp4,6/12/2026,23:40:33,Late Night,4.0,240.0,7.33,0.0,0.0,47.9,1.2,26.2,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_001,malam_cctv_025_20260612_234118.mp4,6/12/2026,23:41:18,Late Night,1.0,60.0,8.73,0.0,0.0,47.8,1.67,28.0,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_004,malam_cctv_026_20260613_224453.mp4,6/13/2026,22:44:53,Night,1.0,60.0,80.0,0.0,0.0,33.2,0.83,27.2,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_005,malam_cctv_027_20260612_234423.mp4,6/12/2026,23:44:23,Late Night,1.0,60.0,26.15,0.0,0.0,44.0,0.83,26.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_002,malam_cctv_028_20260613_001645.mp4,6/13/2026,0:16:45,Late Night,6.0,360.0,3.75,1.0,0.4,52.3,8.39,25.7,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_003,malam_cctv_029_20260613_202829.mp4,6/13/2026,20:28:29,Night,1.0,60.0,3.91,0.0,0.0,48.8,2.07,28.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_002,malam_cctv_030_20260612_234529.mp4,6/12/2026,23:45:29,Late Night,5.0,300.0,3.77,3.0,1.2,57.6,16.16,27.5,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0
CAM_010,malam_cctv_031_20260613_001733.mp4,6/13/2026,0:17:33,Late Night,18.0,1080.0,21.45,14.0,5.6,79.5,45.94,25.1,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
CAM_001,malam_cctv_032_20260613_203129.mp4,6/13/2026,20:31:29,Night,7.0,420.0,23.77,6.0,2.4,60.2,23.27,28.9,0.0,0.0,0.0,0.0,4,5,15,0,6,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0
